,leiden_labels,desc_labels,ctec_db_labels
1658,2,0,0
1659,2,3,7
1660,1,2,0
1661,2,0,0
1662,2,0,0
1663,2,1,0
1664,2,3,7
1665,2,0,0
1666,2,3,7
1667,2,2,0
1668,2,3,7
1669,2,0,0
1670,2,3,7
1671,2,0,0
1672,2,3,7
1673,2,3,7
1674,2,3,7
1675,2,1,0
1676,2,3,7
1677,2,0,0
1678,2,3,7
1679,2,0,0
1680,2,3,7
1681,2,3,7
1682,2,3,7
1683,2,3,7
1684,2,0,0
1685,2,1,0
1686,2,3,7
1687,5,3,7
1688,2,3,7
1689,2,0,0
1690,16,3,7
1691,16,3,7
1692,2,3,7
1693,13,10,3
1694,13,10,3
1695,13,10,3
1696,13,10,3
1697,13,10,3
1698,13,10,3
1699,13,10,3
1700,13,10,3
1701,13,10,3
1702,13,10,3
1703,13,10,3
1704,13,10,3
1705,13,10,3
1706,13,10,3
1707,13,10,3
1708,13,10,3
1709,13,10,3
1710,13,10,3
1711,13,10,3
1712,13,10,3
1713,13,10,3
1714,13,10,3
1715,13,10,3
1716,13,10,3
1717,13,10,3
1718,13,10,3
1719,13,10,3
1720,13,10,3
1721,13,10,3
1722,13,10,3
1723,13,10,3
1724,13,10,3
1725,13,10,3
1726,13,10,3
1727,13,10,3
1728,13,10,3
1729,13,10,3
1730,10,9,1
1731,10,9,1
1732,8,7,9
1733,10,9,1
1734,10,9,1
1735,10,9,1
1736,10,9,1
1737,10,9,1
1738,10,9,1
1739,10,9,1
1740,10,9,1
1741,10,9,1
1742,10,9,1
1743,10,9,1
1744,10,9,1
1745,10,9,1
1746,10,9,1
1747,10,9,1
1748,8,7,9
1749,8,7,9
1750,8,7,9
1751,4,5,6
1752,3,4,5
1753,8,7,9
1754,5,3,7
1755,2,2,0
1756,8,7,9
1757,1,0,0
1758,5,3,7
1759,4,5,6
1760,9,11,10
1761,5,3,7
1762,4,5,6
1763,1,0,0
1764,6,1,0
1765,3,4,5
1766,3,4,5
1767,6,1,0
1768,5,3,7
1769,4,5,6
1770,9,11,10
1771,3,4,5
1772,9,11,10
1773,12,12,2
1774,14,13,4
1775,2,1,0
1776,12,12,2
1777,3,4,5
1778,12,6,8
1779,6,0,0
1780,3,4,5
1781,2,5,6
1782,3,4,5
1783,6,0,0
1784,3,4,5
1785,4,5,6
1786,0,0,0
1787,13,1,0
1788,6,2,0
1789,9,11,10
1790,12,12,2
1791,6,1,0
1792,3,4,5
1793,10,9,1
1794,9,0,0
1795,2,9,1
1796,3,4,5
1797,2,2,0
1798,8,7,9
1799,13,10,3
1800,9,11,10
1801,6,13,4
1802,9,11,10
1803,3,4,5
1804,2,0,0
1805,2,0,0
1806,7,9,1
1807,4,5,6
1808,7,6,8
1809,6,1,0
1810,3,4,5
1811,8,7,9
1812,10,9,1
1813,2,0,0
1814,9,11,10
1815,14,10,3
1816,4,5,6
1817,8,7,9
1818,4,5,6
1819,9,11,10
1820,3,4,5
1821,2,0,0
1822,2,2,0
1823,3,4,5
1824,5,3,7
1825,0,2,0
1826,12,12,2
1827,2,0,0
1828,10,9,1
1829,6,1,0
1830,0,1,0
1831,9,11,10
1832,1,3,7
1833,2,1,0
1834,6,0,0
1835,6,0,0
1836,6,3,7
1837,2,1,0
1838,4,9,1
1839,3,4,5
1840,3,4,5
1841,12,12,2
1842,1,0,0
1843,16,3,7
1844,4,5,6
1845,8,7,9
1846,6,0,0
1847,9,11,10
1848,9,11,10
1849,6,0,0
1850,0,1,0
1851,5,3,7
1852,0,1,0
1853,6,0,0
1854,12,12,2
1855,12,12,2
1856,1,1,0
1857,3,4,5
1858,4,5,6
1859,0,2,0
1860,1,0,0
1861,8,7,9
1862,2,1,0
1863,5,3,7
1864,8,7,9
1865,8,7,9
1866,9,11,10
1867,1,2,0
1868,13,10,3
1869,4,5,6
1870,9,11,10
1871,0,2,0
1872,8,7,9
1873,2,1,0
1874,8,7,9
1875,6,0,0
1876,5,3,7
1877,1,5,6
1878,2,3,7
1879,4,5,6
1880,9,11,10
1881,3,4,5
1882,6,1,0
1883,6,0,0
1884,5,3,7
1885,4,5,6
1886,10,9,1
1887,8,7,9
1888,6,0,0
1889,6,3,7
1890,10,9,1
1891,0,1,0
1892,10,9,1
1893,13,10,3
1894,6,6,8
1895,6,0,0
1896,11,2,0
1897,2,2,0
1898,7,6,8
1899,6,1,0
1900,7,6,8
1901,10,9,1
1902,6,1,0
1903,7,6,8
1904,3,4,5
1905,9,11,10
1906,3,4,5
1907,3,4,5
1908,13,10,3
1909,6,0,0
1910,2,2,0
1911,9,11,10
1912,1,0,0
1913,1,0,0
1914,1,2,0
1915,2,0,0
1916,0,0,0
1917,6,5,6
1918,4,9,1
1919,9,11,10
1920,10,6,8
1921,12,1,0
1922,2,2,0
1923,9,11,10
1924,13,10,3
1925,4,5,6
1926,12,12,2
1927,8,7,9
1928,0,1,0
1929,3,4,5
1930,6,1,0
1931,6,2,0
1932,6,2,0
1933,6,2,0
1934,8,7,9
1935,8,7,9
1936,1,6,8
1937,8,7,9
1938,14,13,4
1939,3,4,5
1940,6,3,7
1941,12,12,2
1942,6,0,0
1943,6,3,7
1944,8,4,5
1945,2,0,0
1946,0,2,0
1947,9,11,10
1948,12,12,2
1949,10,9,1
1950,11,0,0
1951,3,4,5
1952,0,2,0
1953,12,12,2
1954,8,7,9
1955,10,9,1
1956,5,3,7
1957,8,7,9
1958,1,0,0
1959,6,3,7
1960,0,0,0
1961,3,4,5
1962,4,5,6
1963,3,4,5
1964,6,12,2
1965,0,1,0
1966,7,6,8
1967,8,7,9
1968,4,5,6
1969,6,1,0
1970,2,2,0
1971,10,9,1
1972,2,0,0
1973,2,1,0
1974,3,4,5
1975,6,0,0
1976,8,7,9
1977,2,2,0
1978,8,7,9
1979,2,1,0
1980,0,0,0
1981,8,7,9
1982,6,1,0
1983,6,3,7
1984,1,1,0
1985,9,11,10
1986,3,4,5
1987,6,1,0
1988,0,5,6
1989,6,2,0
1990,2,2,0
1991,1,2,0
1992,9,11,10
1993,12,12,2
1994,1,0,0
1995,3,4,5
1996,6,0,0
1997,8,7,9
1998,7,6,8
1999,2,2,0
2000,0,2,0
2001,1,0,0
2002,12,12,2
2003,6,6,8
2004,6,0,0
2005,2,4,5
2006,3,4,5
2007,2,0,0
2008,7,6,8
2009,7,6,8
2010,0,1,0
2011,7,6,8
2012,1,2,0
2013,0,2,0
2014,6,0,0
2015,0,2,0
2016,0,2,0
2017,0,2,0
2018,13,10,3
2019,2,1,0
2020,12,12,2
2021,2,0,0
2022,5,3,7
2023,16,3,7
2024,2,1,0
2025,1,2,0
2026,9,11,10
2027,8,7,9
2028,6,0,0
2029,6,0,0
2030,1,2,0
2031,1,1,0
2032,0,1,0
2033,9,11,10
2034,8,7,9
2035,12,12,2
2036,6,3,7
2037,5,3,7
2038,7,6,8
2039,6,3,7
2040,0,2,0
2041,3,4,5
2042,3,4,5
2043,5,3,7
2044,1,1,0
2045,10,9,1
2046,6,1,0
2047,0,1,0
2048,8,7,9
2049,6,0,0
2050,5,3,7
2051,0,1,0
2052,8,7,9
2053,3,4,5
2054,1,2,0
2055,3,4,5
2056,15,10,3
2057,4,5,6
2058,9,11,10
2059,0,2,0
2060,6,2,0
2061,8,4,5
2062,2,2,0
2063,2,0,0
2064,8,7,9
2065,3,4,5
2066,7,6,8
2067,6,1,0
2068,13,10,3
2069,6,2,0
2070,16,3,7
2071,6,0,0
2072,3,4,5
2073,1,1,0
2074,4,5,6
2075,6,0,0
2076,1,2,0
2077,2,1,0
2078,12,12,2
2079,6,3,7
2080,13,10,3
2081,6,3,7
2082,6,0,0
2083,6,0,0
2084,13,10,3
2085,3,4,5
2086,1,2,0
2087,4,5,6
2088,3,4,5
2089,10,9,1
2090,9,11,10
2091,6,2,0
2092,8,7,9
2093,12,12,2
2094,12,12,2
2095,7,6,8
2096,6,0,0
2097,13,10,3
2098,1,2,0
2099,4,5,6
2100,6,1,0
2101,6,0,0
2102,7,0,0
2103,5,3,7
2104,2,1,0
2105,6,1,0
2106,8,7,9
2107,2,0,0
2108,1,1,0
2109,6,0,0
2110,2,0,0
2111,4,5,6
2112,4,5,6
2113,0,2,0
2114,4,5,6
2115,8,7,9
2116,2,5,6
2117,6,1,0
2118,16,3,7
2119,3,4,5
2120,6,0,0
2121,3,4,5
2122,3,4,5
2123,5,3,7
2124,14,13,4
2125,6,0,0
2126,13,10,3
2127,11,2,0
2128,7,6,8
2129,9,11,10
2130,0,1,0
2131,3,4,5
2132,8,7,9
2133,2,0,0
2134,5,3,7
2135,4,5,6
2136,2,5,6
2137,2,2,0
2138,2,0,0
2139,3,4,5
2140,2,3,7
2141,7,6,8
2142,5,3,7
2143,4,5,6
2144,0,5,6
2145,1,2,0
2146,9,11,10
2147,4,5,6
2148,6,1,0
2149,4,5,6
2150,7,6,8
2151,3,4,5
2152,6,1,0
2153,7,6,8
2154,6,0,0
2155,8,7,9
2156,3,4,5
2157,8,7,9
2158,13,10,3
2159,6,2,0
2160,13,10,3
2161,3,4,5
2162,9,11,10
2163,0,1,0
2164,7,6,8
2165,10,9,1
2166,3,4,5
2167,2,6,8
2168,2,1,0
2169,6,1,0
2170,9,11,10
2171,6,6,8
2172,1,2,0
2173,6,0,0
2174,1,2,0
2175,6,0,0
2176,9,11,10
2177,0,1,0
2178,9,11,10
2179,8,7,9
2180,8,7,9
2181,9,11,10
2182,6,0,0
2183,2,2,0
2184,12,12,2
2185,3,4,5
2186,7,6,8
2187,3,4,5
2188,5,3,7
2189,7,6,8
2190,13,10,3
2191,6,0,0
2192,11,0,0
2193,6,1,0
2194,6,1,0
2195,6,2,0
2196,6,0,0
2197,2,2,0
2198,7,6,8
2199,3,4,5
2200,1,2,0
2201,13,10,3
2202,8,7,9
2203,8,7,9
2204,6,0,0
2205,6,0,0
2206,2,5,6
2207,7,6,8
2208,3,4,5
2209,12,12,2
2210,13,10,3
2211,8,7,9
2212,9,11,10
2213,0,2,0
2214,1,1,0
2215,4,5,6
2216,3,4,5
2217,14,13,4
2218,3,4,5
2219,10,9,1
2220,12,12,2
2221,6,0,0
2222,4,5,6
2223,7,6,8
2224,8,7,9
2225,8,7,9
2226,6,9,1
2227,6,5,6
2228,3,4,5
2229,0,0,0
2230,3,4,5
2231,6,0,0
2232,2,0,0
2233,12,12,2
2234,7,9,1
2235,1,1,0
2236,6,0,0
2237,2,0,0
2238,6,1,0
2239,1,1,0
2240,3,4,5
2241,8,7,9
2242,4,5,6
2243,4,5,6
2244,3,4,5
2245,14,13,4
2246,1,1,0
2247,6,0,0
2248,3,13,4
2249,2,1,0
2250,3,4,5
2251,4,5,6
2252,14,13,4
2253,5,3,7
2254,6,9,1
2255,2,1,0
2256,0,5,6
2257,6,2,0
2258,7,9,1
2259,8,7,9
2260,1,1,0
2261,6,0,0
2262,3,4,5
2263,3,4,5
2264,6,1,0
2265,6,0,0
2266,5,3,7
2267,2,1,0
2268,2,1,0
2269,9,11,10
2270,2,5,6
2271,6,0,0
2272,7,6,8
2273,10,9,1
2274,4,5,6
2275,0,2,0
2276,6,0,0
2277,0,1,0
2278,8,7,9
2279,6,0,0
2280,2,0,0
2281,1,1,0
2282,8,7,9
2283,6,9,1
2284,5,3,7
2285,10,9,1
2286,4,5,6
2287,8,7,9
2288,4,5,6
2289,4,5,6
2290,7,6,8
2291,8,7,9
2292,6,3,7
2293,3,4,5
2294,3,4,5
2295,6,13,4
2296,1,0,0
2297,3,4,5
2298,6,1,0
2299,3,4,5
2300,4,5,6
2301,15,7,9
2302,1,1,0
2303,3,4,5
2304,12,12,2
2305,9,11,10
2306,12,12,2
2307,9,11,10
2308,0,2,0
2309,11,5,6
2310,2,2,0
2311,4,5,6
2312,9,11,10
2313,1,0,0
2314,6,0,0
2315,10,9,1
2316,13,10,3
2317,2,2,0
2318,4,5,6
2319,6,1,0
2320,3,4,5
2321,6,0,0
2322,9,11,10
2323,9,11,10
2324,3,4,5
2325,3,4,5
2326,8,7,9
2327,6,0,0
2328,4,5,6
2329,6,0,0
2330,1,2,0
2331,0,1,0
2332,0,2,0
2333,8,7,9
2334,7,6,8
2335,3,4,5
2336,2,0,0
2337,10,3,7
2338,7,6,8
2339,4,5,6
2340,6,0,0
2341,7,6,8
2342,2,0,0
2343,3,4,5
2344,6,0,0
2345,2,1,0
2346,0,2,0
2347,6,13,4
2348,9,11,10
2349,6,0,0
2350,4,5,6
2351,14,13,4
2352,2,3,7
2353,12,0,0
2354,13,10,3
2355,8,7,9
2356,14,13,4
2357,13,10,3
2358,6,0,0
2359,13,10,3
2360,1,1,0
2361,8,7,9
2362,2,2,0
2363,2,1,0
2364,12,12,2
2365,6,0,0
2366,8,7,9
2367,8,7,9
2368,2,5,6
2369,0,1,0
2370,6,1,0
2371,2,6,8
2372,1,2,0
2373,4,5,6
2374,6,0,0
2375,9,11,10
2376,6,0,0
2377,0,2,0
2378,7,6,8
2379,6,3,7
2380,6,0,0
2381,12,12,2
2382,0,2,0
2383,7,6,8
2384,3,4,5
2385,14,13,4
2386,4,5,6
2387,0,2,0
2388,7,9,1
2389,7,6,8
2390,2,3,7
2391,1,3,7
2392,8,7,9
2393,6,2,0
2394,0,5,6
2395,1,2,0
2396,4,5,6
2397,12,12,2
2398,3,4,5
2399,6,0,0
2400,3,4,5
2401,9,11,10
2402,3,0,0
2403,13,10,3
2404,7,6,8
2405,2,1,0
2406,5,3,7
2407,1,2,0
2408,8,7,9
2409,3,4,5
2410,2,5,6
2411,4,5,6
2412,4,5,6
2413,3,4,5
2414,3,4,5
2415,6,0,0
2416,5,3,7
2417,2,2,0
2418,3,4,5
2419,11,9,1
2420,8,7,9
2421,9,11,10
2422,1,5,6
2423,2,0,0
2424,6,3,7
2425,1,2,0
2426,0,2,0
2427,6,1,0
2428,0,1,0
2429,3,4,5
2430,3,4,5
2431,8,7,9
2432,6,2,0
2433,4,5,6
2434,0,2,0
2435,0,2,0
2436,4,5,6
2437,2,1,0
2438,1,2,0
2439,2,1,0
2440,4,5,6
2441,2,0,0
2442,0,1,0
2443,4,5,6
2444,3,4,5
2445,1,2,0
2446,2,1,0
2447,9,11,10
2448,1,0,0
2449,6,0,0
2450,5,3,7
2451,2,0,0
2452,2,0,0
2453,10,9,1
2454,14,13,4
2455,6,2,0
2456,0,5,6
2457,1,0,0
2458,6,0,0
2459,6,0,0
2460,13,10,3
2461,3,4,5
2462,8,7,9
2463,1,0,0
2464,11,5,6
2465,12,12,2
2466,2,1,0
2467,4,5,6
2468,3,4,5
2469,2,5,6
2470,12,0,0
2471,6,0,0
2472,1,2,0
2473,5,3,7
2474,6,1,0
2475,4,5,6
2476,9,11,10
2477,3,4,5
2478,14,13,4
2479,8,7,9
2480,3,4,5
2481,8,7,9
2482,3,4,5
2483,1,0,0
2484,7,6,8
2485,6,3,7
2486,6,0,0
2487,3,4,5
2488,0,0,0
2489,3,4,5
2490,2,2,0
2491,12,12,2
2492,6,1,0
2493,6,9,1
2494,8,7,9
2495,9,11,10
2496,0,0,0
2497,2,0,0
2498,7,6,8
2499,1,2,0
2500,6,1,0
2501,6,5,6
2502,7,6,8
2503,14,13,4
2504,13,10,3
2505,5,3,7
2506,8,7,9
2507,4,5,6
2508,5,3,7
2509,7,6,8
2510,9,11,10
2511,13,10,3
2512,6,0,0
2513,1,1,0
2514,6,0,0
2515,0,1,0
2516,6,0,0
2517,4,5,6
2518,12,12,2
2519,8,7,9
2520,6,2,0
2521,6,1,0
2522,6,0,0
2523,6,1,0
2524,4,5,6
2525,13,10,3
2526,13,10,3
2527,6,0,0
2528,3,4,5
2529,8,7,9
2530,8,7,9
2531,6,1,0
2532,3,4,5
2533,6,2,0
2534,5,3,7
2535,6,2,0
2536,12,4,5
2537,3,4,5
2538,9,0,0
2539,3,4,5
2540,0,2,0
2541,1,3,7
2542,5,3,7
2543,2,0,0
2544,6,1,0
2545,9,11,10
2546,3,4,5
2547,12,12,2
2548,5,3,7
2549,9,11,10
2550,12,12,2
2551,2,0,0
2552,0,1,0
2553,3,4,5
2554,5,3,7
2555,8,7,9
2556,6,5,6
2557,2,2,0
2558,6,2,0
2559,8,7,9
2560,2,1,0
2561,6,1,0
2562,6,1,0
2563,8,7,9
2564,8,7,9
2565,7,6,8
2566,2,0,0
2567,2,2,0
2568,3,4,5
2569,8,7,9
2570,5,3,7
2571,14,13,4
2572,5,3,7
2573,6,0,0
2574,0,2,0
2575,2,1,0
2576,8,7,9
2577,6,5,6
2578,2,2,0
2579,13,10,3
2580,6,3,7
2581,11,1,0
2582,6,1,0
2583,3,4,5
2584,7,6,8
2585,6,0,0
2586,6,0,0
2587,8,7,9
2588,13,10,3
2589,6,3,7
2590,6,1,0
2591,12,12,2
2592,6,1,0
2593,6,1,0
2594,6,0,0
2595,3,4,5
2596,6,1,0
2597,8,7,9
2598,9,11,10
2599,8,4,5
2600,2,3,7
2601,6,0,0
2602,0,3,7
2603,14,13,4
2604,4,5,6
2605,6,2,0
2606,4,5,6
2607,6,2,0
2608,6,1,0
2609,10,5,6
2610,6,0,0
2611,7,6,8
2612,10,9,1
2613,8,7,9
2614,4,5,6
2615,9,11,10
2616,14,13,4
2617,10,9,1
2618,6,5,6
2619,10,9,1
2620,2,0,0
2621,6,1,0
2622,9,11,10
2623,4,5,6
2624,2,2,0
2625,0,2,0
2626,2,1,0
2627,6,1,0
2628,5,3,7
2629,10,9,1
2630,6,0,0
2631,7,6,8
2632,6,1,0
2633,10,9,1
2634,6,1,0
2635,5,3,7
2636,12,12,2
2637,8,7,9
2638,13,10,3
2639,1,1,0
2640,2,1,0
2641,7,6,8
2642,12,12,2
2643,9,11,10
2644,3,4,5
2645,4,5,6
2646,6,0,0
2647,6,2,0
2648,6,0,0
2649,0,2,0
2650,6,1,0
2651,2,1,0
2652,11,5,6
2653,14,13,4
2654,2,0,0
2655,1,1,0
2656,13,10,3
2657,6,3,7
2658,6,2,0
2659,15,7,9
2660,4,5,6
2661,9,11,10
2662,6,3,7
2663,8,7,9
2664,12,12,2
2665,0,1,0
2666,12,12,2
2667,10,10,3
2668,3,4,5
2669,6,12,2
2670,11,6,8
2671,9,11,10
2672,3,4,5
2673,2,1,0
2674,3,4,5
2675,12,12,2
2676,9,11,10
2677,8,7,9
2678,6,1,0
2679,14,13,4
2680,3,4,5
2681,6,3,7
2682,3,4,5
2683,3,4,5
2684,2,3,7
2685,2,0,0
2686,6,0,0
2687,1,2,0
2688,2,3,7
2689,3,4,5
2690,8,1,0
2691,2,3,7
2692,6,0,0
2693,6,1,0
2694,3,4,5
2695,12,12,2
2696,12,12,2
2697,1,1,0
2698,12,12,2
2699,13,10,3
2700,6,0,0
2701,6,6,8
2702,4,5,6
2703,13,10,3
2704,2,1,0
2705,7,6,8
2706,9,11,10
2707,2,1,0
2708,6,2,0
2709,3,4,5
2710,2,1,0
2711,3,4,5
2712,6,9,1
2713,6,3,7
2714,1,0,0
2715,2,0,0
2716,6,1,0
2717,0,1,0
2718,0,0,0
2719,0,2,0
2720,3,4,5
2721,0,6,8
2722,1,1,0
2723,5,3,7
2724,6,0,0
2725,13,10,3
2726,6,3,7
2727,5,3,7
2728,0,2,0
2729,6,1,0
2730,6,0,0
2731,0,1,0
2732,4,5,6
2733,4,5,6
2734,12,12,2
2735,6,9,1
2736,9,11,10
2737,0,1,0
2738,3,4,5
2739,4,5,6
2740,6,0,0
2741,6,3,7
2742,11,6,8
2743,13,0,0
2744,3,4,5
2745,4,5,6
2746,2,0,0
2747,11,2,0
2748,3,4,5
2749,3,4,5
2750,0,1,0
2751,8,7,9
2752,7,6,8
2753,6,1,0
2754,8,7,9
2755,0,2,0
2756,6,0,0
2757,6,0,0
2758,7,6,8
2759,0,2,0
2760,3,4,5
2761,0,2,0
2762,12,12,2
2763,6,0,0
2764,1,0,0
2765,0,1,0
2766,6,2,0
2767,4,5,6
2768,7,6,8
2769,3,4,5
2770,4,0,0
2771,1,2,0
2772,1,1,0
2773,2,0,0
2774,3,4,5
2775,0,0,0
2776,6,0,0
2777,6,0,0
2778,4,5,6
2779,6,0,0
2780,2,1,0
2781,2,2,0
2782,5,3,7
2783,4,5,6
2784,9,11,10
2785,1,1,0
2786,7,9,1
2787,11,9,1
2788,2,0,0
2789,6,1,0
2790,4,5,6
2791,4,5,6
2792,6,0,0
2793,12,12,2
2794,9,11,10
2795,6,1,0
2796,9,11,10
2797,0,2,0
2798,1,0,0
2799,4,5,6
2800,0,1,0
2801,4,5,6
2802,13,10,3
2803,6,0,0
2804,6,0,0
2805,3,4,5
2806,5,3,7
2807,13,10,3
2808,3,4,5
2809,16,3,7
2810,6,3,7
2811,4,5,6
2812,8,7,9
2813,7,6,8
2814,6,1,0
2815,3,4,5
2816,3,4,5
2817,6,0,0
2818,4,5,6
2819,3,4,5
2820,8,7,9
2821,1,1,0
2822,6,2,0
2823,9,11,10
2824,7,6,8
2825,6,1,0
2826,3,4,5
2827,15,10,3
2828,6,3,7
2829,2,3,7
2830,6,2,0
2831,2,1,0
2832,6,0,0
2833,0,1,0
2834,14,13,4
2835,0,2,0
2836,2,3,7
2837,2,9,1
2838,15,10,3
2839,2,5,6
2840,10,9,1
2841,2,1,0
2842,6,3,7
2843,0,0,0
2844,1,0,0
2845,13,10,3
2846,7,6,8
2847,8,7,9
2848,3,4,5
2849,2,1,0
2850,6,3,7
2851,6,1,0
2852,2,0,0
2853,4,5,6
2854,0,1,0
2855,6,0,0
2856,10,9,1
2857,6,0,0
2858,1,3,7
2859,7,6,8
2860,9,11,10
2861,9,11,10
2862,2,3,7
2863,1,2,0
2864,6,1,0
2865,6,1,0
2866,12,12,2
2867,8,7,9
2868,6,2,0
2869,6,2,0
2870,5,3,7
2871,3,4,5
2872,0,2,0
2873,8,7,9
2874,3,4,5
2875,2,1,0
2876,5,3,7
2877,6,2,0
2878,9,11,10
2879,5,3,7
2880,1,13,4
2881,12,12,2
2882,2,1,0
2883,2,0,0
2884,7,0,0
2885,8,7,9
2886,5,0,0
2887,8,7,9
2888,9,11,10
2889,7,9,1
2890,8,7,9
2891,9,11,10
2892,0,2,0
2893,13,10,3
2894,3,4,5
2895,7,6,8
2896,3,4,5
2897,8,7,9
2898,11,5,6
2899,8,7,9
2900,3,4,5
2901,9,11,10
2902,10,9,1
2903,9,11,10
2904,9,11,10
2905,6,0,0
2906,2,3,7
2907,9,11,10
2908,0,1,0
2909,6,0,0
2910,0,2,0
2911,7,6,8
2912,6,0,0
2913,12,12,2
2914,4,5,6
2915,3,4,5
2916,0,0,0
2917,5,3,7
2918,3,4,5
2919,0,2,0
2920,3,4,5
2921,2,0,0
2922,1,1,0
2923,9,11,10
2924,12,5,6
2925,10,9,1
2926,2,1,0
2927,12,12,2
2928,4,5,6
2929,3,4,5
2930,10,9,1
2931,11,0,0
2932,4,5,6
2933,12,12,2
2934,4,5,6
2935,9,11,10
2936,2,1,0
2937,10,9,1
2938,12,12,2
2939,1,0,0
2940,7,6,8
2941,5,3,7
2942,16,3,7
2943,2,2,0
2944,6,0,0
2945,2,1,0
2946,6,0,0
2947,3,4,5
2948,4,5,6
2949,12,12,2
2950,4,5,6
2951,8,7,9
2952,3,4,5
2953,4,5,6
2954,6,0,0
2955,6,1,0
2956,12,12,2
2957,3,4,5
2958,7,6,8
2959,9,11,10
2960,6,1,0
2961,10,9,1
2962,6,1,0
2963,3,4,5
2964,11,2,0
2965,6,2,0
2966,0,2,0
2967,6,1,0
2968,3,4,5
2969,6,1,0
2970,8,7,9
2971,4,5,6
2972,6,0,0
2973,6,0,0
2974,9,11,10
2975,3,4,5
2976,7,6,8
2977,3,4,5
2978,4,5,6
2979,6,0,0
2980,4,5,6
2981,6,5,6
2982,7,6,8
2983,2,0,0
2984,12,12,2
2985,4,5,6
2986,14,13,4
2987,1,0,0
2988,10,9,1
2989,6,1,0
2990,3,5,6
2991,7,6,8
2992,3,4,5
2993,8,7,9
2994,6,0,0
2995,4,5,6
2996,9,11,10
2997,3,4,5
2998,5,3,7
2999,1,2,0
3000,6,1,0
3001,6,0,0
3002,8,7,9
3003,3,4,5
3004,16,3,7
3005,1,2,0
3006,0,1,0
3007,0,2,0
3008,5,3,7
3009,6,0,0
3010,0,2,0
3011,16,3,7
3012,8,7,9
3013,6,0,0
3014,0,2,0
3015,6,0,0
3016,9,11,10
3017,3,4,5
3018,1,4,5
3019,9,1,0
3020,3,4,5
3021,3,4,5
3022,2,2,0
3023,3,4,5
3024,6,6,8
3025,3,4,5
3026,8,7,9
3027,3,4,5
3028,6,0,0
3029,10,9,1
3030,4,5,6
3031,5,3,7
3032,2,2,0
3033,4,5,6
3034,0,0,0
3035,9,11,10
3036,5,3,7
3037,1,0,0
3038,5,3,7
3039,3,4,5
3040,8,7,9
3041,0,2,0
3042,8,7,9
3043,2,1,0
3044,6,1,0
3045,14,4,5
3046,6,0,0
3047,7,6,8
3048,7,6,8
3049,6,2,0
3050,3,4,5
3051,2,0,0
3052,1,0,0
3053,5,3,7
3054,6,1,0
3055,0,0,0
3056,2,1,0
3057,4,5,6
3058,2,2,0
3059,6,3,7
3060,6,0,0
3061,3,4,5
3062,6,0,0
3063,8,7,9
3064,4,5,6
3065,6,1,0
3066,3,4,5
3067,13,10,3
3068,8,7,9
3069,2,2,0
3070,7,6,8
3071,4,5,6
3072,6,0,0
3073,3,4,5
3074,12,12,2
3075,5,3,7
3076,1,2,0
3077,14,13,4
3078,1,0,0
3079,9,11,10
3080,9,11,10
3081,2,1,0
3082,0,5,6
3083,2,2,0
3084,6,1,0
3085,6,0,0
3086,5,3,7
3087,0,1,0
3088,8,7,9
3089,9,11,10
3090,1,2,0
3091,5,3,7
3092,6,2,0
3093,8,7,9
3094,2,1,0
3095,5,3,7
3096,3,4,5
3097,6,5,6
3098,6,0,0
3099,6,1,0
3100,0,1,0
3101,6,2,0
3102,8,7,9
3103,4,5,6
3104,6,3,7
3105,8,7,9
3106,8,5,6
3107,9,11,10
3108,3,0,0
3109,2,2,0
3110,7,6,8
3111,1,1,0
3112,2,0,0
3113,8,7,9
3114,3,4,5
3115,0,1,0
3116,13,10,3
3117,3,4,5
3118,11,1,0
3119,1,2,0
3120,8,7,9
3121,6,2,0
3122,4,5,6
3123,8,0,0
3124,8,7,9
3125,2,11,10
3126,9,11,10
3127,1,2,0
3128,1,8,0
3129,0,1,0
3130,9,11,10
3131,8,0,0
3132,4,5,6
3133,9,11,10
3134,12,12,2
3135,6,1,0
3136,0,1,0
3137,14,5,6
3138,6,2,0
3139,2,2,0
3140,14,13,4
3141,0,2,0
3142,13,10,3
3143,8,7,9
3144,6,0,0
3145,4,5,6
3146,5,3,7
3147,3,4,5
3148,0,1,0
3149,1,2,0
3150,1,2,0
3151,13,10,3
3152,3,4,5
3153,1,3,7
3154,6,0,0
3155,2,0,0
3156,8,7,9
3157,12,12,2
3158,1,3,7
3159,0,2,0
3160,6,0,0
3161,3,4,5
3162,1,0,0
3163,7,6,8
3164,6,0,0
3165,13,10,3
3166,8,7,9
3167,6,1,0
3168,8,7,9
3169,4,5,6
3170,12,12,2
3171,3,4,5
3172,6,2,0
3173,13,10,3
3174,6,3,7
3175,4,5,6
3176,1,0,0
3177,13,10,3
3178,9,11,10
3179,7,6,8
3180,2,1,0
3181,3,4,5
3182,8,7,9
3183,2,0,0
3184,2,2,0
3185,7,6,8
3186,0,11,10
3187,6,3,7
3188,0,2,0
3189,2,5,6
3190,4,5,6
3191,1,1,0
3192,5,3,7
3193,9,13,4
3194,0,1,0
3195,8,7,9
3196,7,6,8
3197,4,5,6
3198,4,9,1
3199,10,9,1
3200,12,12,2
3201,5,3,7
3202,5,3,7
3203,5,3,7
3204,6,3,7
3205,7,6,8
3206,5,3,7
3207,6,0,0
3208,5,3,7
3209,6,0,0
3210,5,3,7
